,Borough,Borough Latitude,Borough Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
1652,West Toronto,43.6515706,-79.4844499,Book City (Bloor West),43.65021080519715,-79.48122019699115,Bookstore
1653,West Toronto,43.6515706,-79.4844499,Falafel World,43.649800784968164,-79.48272777159343,Falafel Restaurant
1654,West Toronto,43.6515706,-79.4844499,Yumi Sushi,43.64989127391365,-79.4824044490675,Sushi Restaurant
1655,West Toronto,43.6515706,-79.4844499,Asa Sushi,43.64990164450559,-79.4846109228881,Sushi Restaurant
1656,West Toronto,43.6515706,-79.4844499,Bloom Restaurant,43.65030692996379,-79.4798355748952,Latin American Restaurant
1657,West Toronto,43.6515706,-79.4844499,Amber European Restaurant,43.64994563414707,-79.48200902277628,French Restaurant
1658,West Toronto,43.6515706,-79.4844499,Booster Juice,43.64980188,-79.4836826,Juice Bar
1659,West Toronto,43.6515706,-79.4844499,Max's Market,43.65052462233729,-79.47914453187883,Gourmet Shop
1660,West Toronto,43.6515706,-79.4844499,Goodfellas Wood Oven Pizza,43.648224,-79.486356,Italian Restaurant
1661,West Toronto,43.6515706,-79.4844499,Awai,43.65041203760419,-79.47847723960876,Vegetarian / Vegan Restaurant
1662,West Toronto,43.6515706,-79.4844499,Subway,43.649622374302474,-79.48402761012142,Sandwich Place
1663,West Toronto,43.6515706,-79.4844499,Humber Cinema,43.64911832002547,-79.48481789910943,Indie Movie Theater
1664,West Toronto,43.6515706,-79.4844499,A Dark Horse,43.64953295859084,-79.4830557372747,Bar
1665,West Toronto,43.6515706,-79.4844499,Java Joe's,43.650424,-79.479755,Café
1666,West Toronto,43.6515706,-79.4844499,Henry VIII Ale House,43.64902448298273,-79.48492800936774,Gastropub
1667,West Toronto,43.6515706,-79.4844499,Bloor-Jane Restaurant,43.64951305181438,-79.48407033610728,Diner
1668,West Toronto,43.6515706,-79.4844499,Heart,43.650310315403544,-79.48012458547709,Dessert Shop
1669,West Toronto,43.6515706,-79.4844499,Tim Hortons,43.648525791237965,-79.48506608605385,Coffee Shop
1670,West Toronto,43.6515706,-79.4844499,Second Cup,43.650136727534054,-79.48079476951547,Café
1671,West Toronto,43.6515706,-79.4844499,Strictly Bulk,43.649937191836706,-79.4823655244898,Food & Drink Shop
1672,West Toronto,43.6515706,-79.4844499,Pizzaiolo,43.64939525764269,-79.48355965141116,Pizza Place
1673,West Toronto,43.6515706,-79.4844499,Classico,43.649194,-79.484699,Pizza Place
1674,West Toronto,43.6515706,-79.4844499,The Body Shop,43.650172533164266,-79.4816353061342,Cosmetics Shop
1675,West Toronto,43.6515706,-79.4844499,TELUS,43.65009,-79.481152,IT Services
1676,West Toronto,43.6515706,-79.4844499,Supper Solved,43.64878101033567,-79.48523252831198,Restaurant
1677,West Toronto,43.6515706,-79.4844499,West End Mamas,43.6487032,-79.484919,Health Food Store
1678,West Toronto,43.6515706,-79.4844499,The Coffee Bouquets,43.648785,-79.48594,Coffee Shop
1679,West Toronto,43.6515706,-79.4844499,Carload Food Market,43.65014972066626,-79.480453552114,Grocery Store
1680,West Toronto,43.6515706,-79.4844499,George Chater Park,43.650880921663656,-79.47986125946045,Park
1681,West Toronto,43.6515706,-79.4844499,Think Fitness,43.64796649019104,-79.48646216806426,Gym
1682,Scarborough,43.7816375,-79.3043021,Remezzo Italian Bistro,43.778649,-79.308264,Italian Restaurant
1683,Scarborough,43.7816375,-79.3043021,The Royal Chinese Restaurant 避風塘小炒,43.78050473445372,-79.29884391314476,Chinese Restaurant
1684,Scarborough,43.7816375,-79.3043021,Kub Khao,43.780437780734204,-79.2998370364667,Thai Restaurant
1685,Scarborough,43.7816375,-79.3043021,Eight Noodles,43.77823412485005,-79.30829897588661,Noodle House
1686,Scarborough,43.7816375,-79.3043021,TD Canada Trust,43.7791686,-79.3036167,Bank
1687,Scarborough,43.7816375,-79.3043021,KFC,43.77943993243305,-79.30337149356963,Fast Food Restaurant
1688,Scarborough,43.7816375,-79.3043021,Popeyes Louisiana Kitchen,43.780476,-79.29846,Fried Chicken Joint
1689,Scarborough,43.7816375,-79.3043021,Little Caesars Pizza,43.78056271894292,-79.2986242771319,Pizza Place
1690,Scarborough,43.7816375,-79.3043021,Enterprise Rent-A-Car,43.77950644323062,-79.30680559697629,Rental Car Location
1691,Scarborough,43.7816375,-79.3043021,Rexall,43.7809,-79.298764,Pharmacy
1692,Scarborough,43.7816375,-79.3043021,Gusto Pizza,43.78360724036883,-79.29898327417831,Pizza Place
1693,Scarborough,43.7816375,-79.3043021,Rexall,43.78073190083844,-79.2982568317862,Pharmacy
1694,Central Toronto,43.6895743,-79.38315990000002,Moorevale Park,43.693609879336925,-79.38346507970056,Playground
1695,Downtown Toronto,43.6532057,-79.4000493,Kid Icarus,43.653933260442265,-79.40171859012935,Arts & Crafts Store
1696,Downtown Toronto,43.6532057,-79.4000493,Seven Lives - Tacos y Mariscos,43.65441817160925,-79.40054467846261,Mexican Restaurant
1697,Downtown Toronto,43.6532057,-79.4000493,Essence of Life Organics,43.65411067840614,-79.4004308758787,Organic Grocery
1698,Downtown Toronto,43.6532057,-79.4000493,The Moonbean Cafe,43.65414662211733,-79.40018175516231,Café
1699,Downtown Toronto,43.6532057,-79.4000493,Jimmy's Coffee,43.65449315540114,-79.40131090393002,Café
1700,Downtown Toronto,43.6532057,-79.4000493,Blackbird Baking Co,43.65476385976386,-79.40056588367806,Bakery
1701,Downtown Toronto,43.6532057,-79.4000493,FIKA Cafe,43.653560276835684,-79.40040209660836,Café
1702,Downtown Toronto,43.6532057,-79.4000493,Little Pebbles,43.654883,-79.400264,Coffee Shop
1703,Downtown Toronto,43.6532057,-79.4000493,Cold Tea,43.65419313416817,-79.40107491108753,Bar
1704,Downtown Toronto,43.6532057,-79.4000493,Grey Gardens,43.653479,-79.401427,Wine Bar
1705,Downtown Toronto,43.6532057,-79.4000493,Saigon Lotus Restaurant,43.654310800343325,-79.39922450076845,Vietnamese Restaurant
1706,Downtown Toronto,43.6532057,-79.4000493,Banh Mi Nguyen Huong,43.653628006211044,-79.3983759881993,Vietnamese Restaurant
1707,Downtown Toronto,43.6532057,-79.4000493,El Rey,43.652764,-79.400048,Cocktail Bar
1708,Downtown Toronto,43.6532057,-79.4000493,Torteria San Cosme,43.65470199390117,-79.40064636669985,Mexican Restaurant
1709,Downtown Toronto,43.6532057,-79.4000493,Kensington Food Market,43.654058473740236,-79.40037565547179,Farmers Market
1710,Downtown Toronto,43.6532057,-79.4000493,Global Cheese,43.65462257332082,-79.4006057130889,Cheese Shop
1711,Downtown Toronto,43.6532057,-79.4000493,Golden Patty,43.6546590586465,-79.4011788108254,Caribbean Restaurant
1712,Downtown Toronto,43.6532057,-79.4000493,Millie Creperie,43.654993860126034,-79.3998292732052,Dessert Shop
1713,Downtown Toronto,43.6532057,-79.4000493,Carlos' House of Spice,43.654188111731344,-79.40190419262933,Gourmet Shop
1714,Downtown Toronto,43.6532057,-79.4000493,Wafels and More,43.65465108367296,-79.40197747917576,Belgian Restaurant
1715,Downtown Toronto,43.6532057,-79.4000493,Hooked,43.6545853262614,-79.40174629702895,Fish Market
1716,Downtown Toronto,43.6532057,-79.4000493,Perola Supermarket,43.65489448176307,-79.40214642462199,Grocery Store
1717,Downtown Toronto,43.6532057,-79.4000493,Fudao Noodle House,43.654645274716124,-79.39887355126278,Noodle House
1718,Downtown Toronto,43.6532057,-79.4000493,King's Cafe,43.65427040798248,-79.40189703859198,Vegetarian / Vegan Restaurant
1719,Downtown Toronto,43.6532057,-79.4000493,Dipped,43.654919660516846,-79.40015425072664,Donut Shop
1720,Downtown Toronto,43.6532057,-79.4000493,FILM CAFE,43.65510856565147,-79.40234241534543,Comfort Food Restaurant
1721,Downtown Toronto,43.6532057,-79.4000493,Our Spot,43.654720214861456,-79.40085899084721,Café
1722,Downtown Toronto,43.6532057,-79.4000493,Dumpling House,43.65386003934455,-79.3985583639792,Dumpling Restaurant
1723,Downtown Toronto,43.6532057,-79.4000493,Hanabusa Cafe,43.654643265757464,-79.40062636492314,Café
1724,Downtown Toronto,43.6532057,-79.4000493,Pancho's Bakery,43.654750233381165,-79.40210500607643,Bakery
1725,Downtown Toronto,43.6532057,-79.4000493,The Dirty Bird Chicken + Waffles,43.65461198283731,-79.40067408795788,Comfort Food Restaurant
1726,Downtown Toronto,43.6532057,-79.4000493,Meeplemart,43.65162799198926,-79.39741037259144,Gaming Cafe
1727,Downtown Toronto,43.6532057,-79.4000493,Toronto Popcorn Co,43.65502850858242,-79.39950090464713,Snack Place
1728,Downtown Toronto,43.6532057,-79.4000493,Juicy Dumpling,43.652722483150555,-79.39849796387996,Dumpling Restaurant
1729,Downtown Toronto,43.6532057,-79.4000493,Krudar Muay Thai,43.6528148810904,-79.40136827128343,Martial Arts Dojo
1730,Downtown Toronto,43.6532057,-79.4000493,Hibiscus,43.655454254557085,-79.4024390910271,Vegetarian / Vegan Restaurant
1731,Downtown Toronto,43.6532057,-79.4000493,Swatow Restaurant 汕頭小食家,43.65386562507761,-79.39833353339202,Chinese Restaurant
1732,Downtown Toronto,43.6532057,-79.4000493,Sonic Boom,43.650858882525974,-79.39698455156606,Record Shop
1733,Downtown Toronto,43.6532057,-79.4000493,Maker Pizza,43.6504011331197,-79.39804047841302,Pizza Place
1734,Downtown Toronto,43.6532057,-79.4000493,Thirsty and Miserable,43.65456533618983,-79.4015827891908,Beer Bar
1735,Downtown Toronto,43.6532057,-79.4000493,Ajisen Ramen 味千拉麵,43.65391272417607,-79.39859327119643,Ramen Restaurant
1736,Downtown Toronto,43.6532057,-79.4000493,Ozzy's Burger,43.65519064459841,-79.40261014020656,Burger Joint
1737,Downtown Toronto,43.6532057,-79.4000493,Chine Legendary Hot Pot & Noodles 重慶秦媽,43.65444281087195,-79.39870944812398,Hotpot Restaurant
1738,Downtown Toronto,43.6532057,-79.4000493,The Burgernator,43.65564188206897,-79.40244009529668,Burger Joint
1739,Downtown Toronto,43.6532057,-79.4000493,Pho Hung,43.654434,-79.398883,Vietnamese Restaurant
1740,Downtown Toronto,43.6532057,-79.4000493,El Trompo,43.6558316709016,-79.40256072891863,Mexican Restaurant
1741,Downtown Toronto,43.6532057,-79.4000493,Greens Vegetarian Restaurant,43.652033704026216,-79.40238187213345,Vegetarian / Vegan Restaurant
1742,Downtown Toronto,43.6532057,-79.4000493,Icha Tea 一茶間,43.65133601830261,-79.39736984238466,Tea Room
1743,Downtown Toronto,43.6532057,-79.4000493,Thai Country Kitchen,43.65615859831661,-79.39942261134613,Thai Restaurant
1744,Downtown Toronto,43.6532057,-79.4000493,New Sky Restaurant 小沙田食家,43.65533674412141,-79.39889716243826,Chinese Restaurant
1745,Downtown Toronto,43.6532057,-79.4000493,Big Fat Burrito,43.65607191076809,-79.40258445136877,Burrito Place
1746,Downtown Toronto,43.6532057,-79.4000493,Buddha's Vegetarian,43.65190355922526,-79.40331176640306,Vegetarian / Vegan Restaurant
1747,Downtown Toronto,43.6532057,-79.4000493,Dark Horse Espresso Bar,43.65056381026066,-79.39701810600826,Coffee Shop
1748,Downtown Toronto,43.6532057,-79.4000493,I Deal Coffee,43.65505778213131,-79.40325401691655,Coffee Shop
1749,Downtown Toronto,43.6532057,-79.4000493,Otto's Berlin Döner,43.65638733696026,-79.40278822246442,Doner Restaurant
1750,Downtown Toronto,43.6532057,-79.4000493,Blue Banana Market,43.65566895683622,-79.40255063337135,Furniture / Home Store
1751,Downtown Toronto,43.6532057,-79.4000493,Nu Bügel,43.65554660380164,-79.40252785873975,Bagel Shop
1752,Downtown Toronto,43.6532057,-79.4000493,Rosewood Chinese Cuisine,43.65317123090316,-79.39670982441321,Chinese Restaurant
1753,Downtown Toronto,43.6532057,-79.4000493,Homemade Ramen 蘭州拉麵,43.65233637238558,-79.39777996857809,Noodle House
1754,Downtown Toronto,43.6532057,-79.4000493,Jumbo Empanadas,43.65483086424975,-79.40209828955608,Empanada Restaurant
1755,Downtown Toronto,43.6532057,-79.4000493,Krispy Kreme,43.65583357917441,-79.3994168504878,Donut Shop
1756,Downtown Toronto,43.6532057,-79.4000493,Wanda's Pie in the Sky,43.656162824734984,-79.40263037274666,Bakery
1757,Downtown Toronto,43.6532057,-79.4000493,Big Trouble,43.653257406110924,-79.39654153390033,Cocktail Bar
1758,Downtown Toronto,43.6532057,-79.4000493,4 Life Natural Foods,43.6552749938635,-79.40237389544615,Farmers Market
1759,Downtown Toronto,43.6532057,-79.4000493,Café Pamenar,43.65667776586101,-79.402821713777,Café
1760,Downtown Toronto,43.6532057,-79.4000493,Anh Dao,43.6562166496578,-79.39926507682435,Vietnamese Restaurant
1761,Downtown Toronto,43.6532057,-79.4000493,Market 707,43.652127706758996,-79.40484420479436,Food Court
1762,Downtown Toronto,43.6532057,-79.4000493,Crimson Teas 堅信良茶,43.656953,-79.399449,Tea Room
1763,Downtown Toronto,43.6532057,-79.4000493,Petit Nuage,43.65171670538228,-79.40399906956775,Dessert Shop
1764,Downtown Toronto,43.6532057,-79.4000493,Kanto,43.6521668804813,-79.40484262234281,Filipino Restaurant
1765,Downtown Toronto,43.6532057,-79.4000493,One Zo Tapioca,43.65660806239219,-79.39942623739408,Bubble Tea Shop
1766,Downtown Toronto,43.6532057,-79.4000493,Urban Herbivore,43.65619336278354,-79.40267323355785,Vegetarian / Vegan Restaurant
1767,Downtown Toronto,43.6532057,-79.4000493,Yummy Yummy Dumpling 口口香餃子館,43.65369918349761,-79.39625877650388,Dumpling Restaurant
1768,Downtown Toronto,43.6532057,-79.4000493,Trinity Common,43.65658951604609,-79.4027605130573,Bar
1769,Downtown Toronto,43.6532057,-79.4000493,Kensington Brewing Company,43.65654075339515,-79.40268640008452,Brewery
1770,Downtown Toronto,43.6532057,-79.4000493,Asian Legend 味香村,43.65360271388312,-79.39504693953127,Chinese Restaurant
1771,Downtown Toronto,43.6532057,-79.4000493,Dim Sum King Seafood Restaurant,43.653503,-79.395405,Dim Sum Restaurant
1772,Downtown Toronto,43.6532057,-79.4000493,Gushi,43.65225817681606,-79.40488372625506,Japanese Restaurant
1773,Downtown Toronto,43.6532057,-79.4000493,Alexandra Park,43.650582680667924,-79.40453778486872,Park
1774,Downtown Toronto,43.6532057,-79.4000493,Mother's Dumplings,43.65710501801941,-79.39955196237875,Dumpling Restaurant
1775,Downtown Toronto,43.6532057,-79.4000493,金城超級市場 Lucky Moose Food Mart,43.65365148008927,-79.3944133930438,Grocery Store
1776,Downtown Toronto,43.6532057,-79.4000493,Toronto Western Hospital,43.65343431584569,-79.40607359183444,Hospital
1777,Downtown Toronto,43.6532057,-79.4000493,Nom Nom Nom Poutine & Crêpes,43.65211105018779,-79.40478604370892,Poutine Place
1778,Downtown Toronto,43.6532057,-79.4000493,College Backpackers,43.65683749268775,-79.40320279537319,Bed & Breakfast
1779,Downtown Toronto,43.6532057,-79.4000493,KOS,43.65502568322186,-79.40335800214416,Breakfast Spot
1780,Downtown Toronto,43.6532057,-79.4000493,Tim Hortons,43.6533029125017,-79.4054567813873,Coffee Shop
1781,Downtown Toronto,43.6532057,-79.4000493,Booster Juice,43.65365721,-79.40613631,Juice Bar
1782,Downtown Toronto,43.6532057,-79.4000493,Shoppers Drug Mart,43.653702,-79.406093,Pharmacy
1783,Downtown Toronto,43.6532057,-79.4000493,The Supermarket,43.656679898773774,-79.40295434688701,Bar
1784,Downtown Toronto,43.6532057,-79.4000493,Pho Tien,43.6528316250137,-79.40624186404881,Vietnamese Restaurant
1785,Scarborough,43.8152522,-79.2845772,Port Royal Park,43.815477,-79.289773,Park
1786,Scarborough,43.8152522,-79.2845772,Milliken Public School Playground,43.81538282984429,-79.2898673242174,Playground
1787,Central Toronto,43.68641229999999,-79.4000493,LCBO,43.686990631074885,-79.39923810519545,Liquor Store
1788,Central Toronto,43.68641229999999,-79.4000493,The Market By Longo’s,43.686711,-79.399536,Supermarket
1789,Central Toronto,43.68641229999999,-79.4000493,Union Social Eatery,43.68789522205706,-79.39491559605742,American Restaurant
1790,Central Toronto,43.68641229999999,-79.4000493,Mary Be Kitchen,43.687708,-79.395062,Restaurant
1791,Central Toronto,43.68641229999999,-79.4000493,Daeco Sushi,43.68783769992881,-79.39565249242683,Sushi Restaurant
1792,Central Toronto,43.68641229999999,-79.4000493,Starbucks,43.686756,-79.398292,Coffee Shop
1793,Central Toronto,43.68641229999999,-79.4000493,Raiders E-Sports Centre,43.687682915990386,-79.39594439646025,Sports Bar
1794,Central Toronto,43.68641229999999,-79.4000493,Tim Hortons,43.687682,-79.39684,Coffee Shop
1795,Central Toronto,43.68641229999999,-79.4000493,Fionn MacCool's,43.68792137317272,-79.39478325313542,Pub
1796,Central Toronto,43.68641229999999,-79.4000493,Scallywags,43.687981749962695,-79.39467568457059,Pub
1797,Central Toronto,43.68641229999999,-79.4000493,Popeyes Louisiana Kitchen,43.6893,-79.395302,Fried Chicken Joint
1798,Central Toronto,43.68641229999999,-79.4000493,Pizzaiolo,43.68799051263145,-79.39463424218918,Pizza Place
1799,Central Toronto,43.68641229999999,-79.4000493,Sprout,43.687995609133544,-79.39465149552744,Vietnamese Restaurant
1800,Central Toronto,43.68641229999999,-79.4000493,TTC Stop #,43.6858256,-79.40498099,Light Rail Station
1801,Central Toronto,43.68641229999999,-79.4000493,Kiva's,43.687983764255456,-79.39471505267664,Bagel Shop
1802,Downtown Toronto,43.6289467,-79.3944199,Billy Bishop Toronto City Airport (YTZ) (Billy Bishop Toronto City Airport),43.631541287490016,-79.3958684847778,Airport
1803,Downtown Toronto,43.6289467,-79.3944199,Porter Lounge,43.63068,-79.395756,Airport Lounge
1804,Downtown Toronto,43.6289467,-79.3944199,Toronto Harbour,43.63304549594827,-79.39648421332333,Harbor / Marina
1805,Downtown Toronto,43.6289467,-79.3944199,Billy Bishop Café,43.63113165872724,-79.39613873448842,Airport Food Court
1806,Downtown Toronto,43.6289467,-79.3944199,Air Canada Check-In Counter,43.631225969080035,-79.3959873701636,Airport Terminal
1807,Downtown Toronto,43.6289467,-79.3944199,Gate 8,43.63153617968721,-79.39456989797382,Airport Gate
1808,Downtown Toronto,43.6289467,-79.3944199,Crew Room,43.63135993598351,-79.39610738952823,Airport Lounge
1809,Downtown Toronto,43.6289467,-79.3944199,Market@416,43.631653,-79.39451,Bar
1810,Downtown Toronto,43.6289467,-79.3944199,Porter Airlines Flight,43.63173361240356,-79.39458203868975,Plane
1811,Downtown Toronto,43.6289467,-79.3944199,Want Passport,43.63148266310702,-79.39607739313684,Boutique
1812,Downtown Toronto,43.6289467,-79.3944199,Porter Airlines Check-In Counter,43.631683,-79.395454,Airport Service
1813,Downtown Toronto,43.6289467,-79.3944199,Hertz,43.632,-79.396223,Rental Car Location
1814,Downtown Toronto,43.6289467,-79.3944199,Porter FBO Limited,43.630717162940016,-79.3986976146698,Airport Terminal
1815,Downtown Toronto,43.6289467,-79.3944199,HeliTours,43.63070559837703,-79.39876017431267,Airport Service
1816,Downtown Toronto,43.6289467,-79.3944199,ORNGE - Toronto Air Base,43.63166229946016,-79.39816647981402,Airport Service
1817,Downtown Toronto,43.6289467,-79.3944199,Edward Hanlan Statue,43.62772066806761,-79.38927421473466,Sculpture Garden
1818,Downtown Toronto,43.6289467,-79.3944199,Hanlan's Point Ferry,43.62781263197712,-79.38910853273904,Boat or Ferry
1819,Etobicoke,43.6056466,-79.50132070000002,LCBO,43.60228082768786,-79.4993016827402,Liquor Store
1820,Etobicoke,43.6056466,-79.50132070000002,Domino's Pizza,43.60158294371704,-79.50090463107409,Pizza Place
1821,Etobicoke,43.6056466,-79.50132070000002,New Toronto Fish & Chips,43.60184940532482,-79.50328125758809,Restaurant
1822,Etobicoke,43.6056466,-79.50132070000002,Delicia Bakery & Pastry,43.601402988357286,-79.50301234678948,Bakery
1823,Etobicoke,43.6056466,-79.50132070000002,Lucky Dice Restaurant,43.601392135734876,-79.50305626141281,Café
1824,Etobicoke,43.6056466,-79.50132070000002,Popeyes Louisiana Kitchen,43.6020694028516,-79.49940016778937,Fried Chicken Joint
1825,Etobicoke,43.6056466,-79.50132070000002,McDonald's,43.60246404619248,-79.49885909892578,Fast Food Restaurant
1826,Etobicoke,43.6056466,-79.50132070000002,Shoppers Drug Mart,43.601677,-79.502239,Pharmacy
1827,Etobicoke,43.6056466,-79.50132070000002,Halibut House Fish and Chips Inc.,43.60196,-79.501147,Seafood Restaurant
1828,Etobicoke,43.6056466,-79.50132070000002,Crossfit Colosseum,43.604815756762726,-79.50702399614443,Gym
1829,Etobicoke,43.6056466,-79.50132070000002,Big Guy's Little Coffee Shop,43.60135897342198,-79.50247984584817,Coffee Shop
1830,Etobicoke,43.6056466,-79.50132070000002,Lakeshore Village Fruit,43.60125787389022,-79.50048875136308,Flower Shop
1831,Etobicoke,43.7394164,-79.5884369,Shoppers Drug Mart,43.741685,-79.584487,Pharmacy
1832,Etobicoke,43.7394164,-79.5884369,Subway,43.74264512142215,-79.58964323010724,Sandwich Place
1833,Etobicoke,43.7394164,-79.5884369,Popeyes Louisiana Kitchen,43.74120165509377,-79.58454469276013,Fried Chicken Joint
1834,Etobicoke,43.7394164,-79.5884369,The Beer Store,43.7416936,-79.5843728,Beer Store
1835,Etobicoke,43.7394164,-79.5884369,No Frills,43.741696,-79.584379,Grocery Store
1836,Etobicoke,43.7394164,-79.5884369,Pizza Pizza,43.74156896801906,-79.58448886871338,Pizza Place
1837,Etobicoke,43.7394164,-79.5884369,Sunny Foodmart,43.74184023292111,-79.59056069637506,Grocery Store
1838,Etobicoke,43.7394164,-79.5884369,McDonald's,43.7417571,-79.5842303,Fast Food Restaurant
1839,Etobicoke,43.7394164,-79.5884369,Dollarama,43.742018,-79.591076,Discount Store
1840,Etobicoke,43.7394164,-79.5884369,NORI SUSHI,43.742775,-79.586985,Japanese Restaurant
1841,Scarborough,43.79952520000001,-79.3183887,Mr Congee Chinese Cuisine 龍粥記,43.798878792587615,-79.3183345011537,Chinese Restaurant
1842,Scarborough,43.79952520000001,-79.3183887,Phoenix Restaurant 金鳳餐廳,43.79819775434163,-79.31843152382791,Chinese Restaurant
1843,Scarborough,43.79952520000001,-79.3183887,Subway,43.79867122318589,-79.31847549171897,Sandwich Place
1844,Scarborough,43.79952520000001,-79.3183887,Price Chopper,43.799444969304986,-79.3185634598668,Grocery Store
1845,Scarborough,43.79952520000001,-79.3183887,KFC,43.7989384013184,-79.31885368338149,Fast Food Restaurant
1846,Scarborough,43.79952520000001,-79.3183887,Shoppers Drug Mart,43.799966,-79.317985,Pharmacy
1847,Scarborough,43.79952520000001,-79.3183887,Tim Hortons,43.7991018,-79.3187148,Coffee Shop
1848,Scarborough,43.79952520000001,-79.3183887,McDonald's,43.79824882031983,-79.31816666829309,Fast Food Restaurant
1849,Scarborough,43.79952520000001,-79.3183887,Pizza Pizza,43.79790927666095,-79.31811332702635,Pizza Place
1850,Scarborough,43.79952520000001,-79.3183887,Eggsmart,43.796375,-79.318681,Breakfast Spot
1851,Scarborough,43.79952520000001,-79.3183887,Metro,43.79807490046229,-79.31844889524201,Supermarket
1852,Scarborough,43.79952520000001,-79.3183887,Nails for You,43.79875014252455,-79.31876781034187,Cosmetics Shop
1853,Scarborough,43.79952520000001,-79.3183887,Rogers Plus,43.79891100560725,-79.31827661522881,Electronics Store
1854,Scarborough,43.79952520000001,-79.3183887,One's Better Living,43.798866,-79.31859,Furniture / Home Store
1855,Scarborough,43.79952520000001,-79.3183887,Coffee Time,43.79795157870593,-79.31867761416008,Coffee Shop
1856,Scarborough,43.79952520000001,-79.3183887,Ocean Nails Spa,43.79529,-79.320101,Nail Salon
1857,Downtown Toronto,43.6795626,-79.37752940000001,Rosedale Park,43.68232820227814,-79.37893434347683,Playground
1858,Downtown Toronto,43.6795626,-79.37752940000001,Whitney Park,43.68203573063681,-79.37378835021306,Park
1859,Downtown Toronto,43.6795626,-79.37752940000001,Alex Murray Parkette,43.678300240478954,-79.38277328698108,Park
1860,Downtown Toronto,43.6795626,-79.37752940000001,Milkman's Lane,43.676352068015554,-79.37384239440172,Trail
1861,Downtown Toronto,43.6464352,-79.37484599999998,Fresh On Front,43.64781466405137,-79.3744527618627,Vegetarian / Vegan Restaurant
1862,Downtown Toronto,43.6464352,-79.37484599999998,Hockey Hall Of Fame (Hockey Hall of Fame),43.646974451431056,-79.37732323942681,Museum
1863,Downtown Toronto,43.6464352,-79.37484599999998,The Keg Steakhouse + Bar,43.64667637593993,-79.37482154865866,Steakhouse
1864,Downtown Toronto,43.6464352,-79.37484599999998,Berczy Park,43.64804835388851,-79.3751722909452,Park
1865,Downtown Toronto,43.6464352,-79.37484599999998,DAVIDsTEA,43.646657736285796,-79.37764102856944,Tea Room
1866,Downtown Toronto,43.6464352,-79.37484599999998,Sukhothai,43.64848710249909,-79.37454735245633,Thai Restaurant
1867,Downtown Toronto,43.6464352,-79.37484599999998,D.W. Alexander,43.64833304339161,-79.3738261420116,Cocktail Bar
1868,Downtown Toronto,43.6464352,-79.37484599999998,Dog Fountain,43.64799795147863,-79.37536096948996,Fountain
1869,Downtown Toronto,43.6464352,-79.37484599999998,Biff's Bistro,43.647084825125084,-79.37634231908494,French Restaurant
1870,Downtown Toronto,43.6464352,-79.37484599999998,Hogtown Smoke,43.64928693557788,-79.37468932637938,Food Truck
1871,Downtown Toronto,43.6464352,-79.37484599999998,Movenpick Cafe,43.647686808930885,-79.3772953884033,Café
1872,Downtown Toronto,43.6464352,-79.37484599999998,Pravda Vodka Bar,43.64851553067474,-79.37473231149953,Cocktail Bar
1873,Downtown Toronto,43.6464352,-79.37484599999998,The Reservoir Lounge,43.64851659851552,-79.37455623391588,Jazz Club
1874,Downtown Toronto,43.6464352,-79.37484599999998,Meridian Hall,43.646292124205594,-79.37602179505662,Concert Hall
1875,Downtown Toronto,43.6464352,-79.37484599999998,C'est What,43.64842583928427,-79.37343925237656,Beer Bar
1876,Downtown Toronto,43.6464352,-79.37484599999998,Garrison Bespoke,43.648102,-79.376334,Tailor Shop
1877,Downtown Toronto,43.6464352,-79.37484599999998,St. Lawrence Market (South Building),43.64874320223593,-79.37159697627527,Farmers Market
1878,Downtown Toronto,43.6464352,-79.37484599999998,St. Lawrence Market (North Building),43.64879290161719,-79.37194535820687,Farmers Market
1879,Downtown Toronto,43.6464352,-79.37484599999998,Goose Island Brewhouse,43.64732926809359,-79.37354117631912,Beer Bar
1880,Downtown Toronto,43.6464352,-79.37484599999998,The Omni King Edward Hotel,43.64919051601911,-79.37600612640387,Hotel
1881,Downtown Toronto,43.6464352,-79.37484599999998,Market Street Catch,43.64850142396483,-79.3718080237409,Seafood Restaurant
1882,Downtown Toronto,43.6464352,-79.37484599999998,Mos Mos Coffee,43.64815919753501,-79.37874450467258,Café
1883,Downtown Toronto,43.6464352,-79.37484599999998,Stonemill Bread,43.648668221542096,-79.37160962302049,Bakery
1884,Downtown Toronto,43.6464352,-79.37484599999998,St. Lawrence Market Plaza,43.64916860422451,-79.37232987433548,Art Gallery
1885,Downtown Toronto,43.6464352,-79.37484599999998,Beerbistro,43.64941904378835,-79.37723726034164,Gastropub
1886,Downtown Toronto,43.6464352,-79.37484599999998,Walrus Pub & Beer Hall,43.64737470920577,-79.37951515363918,Pub
1887,Downtown Toronto,43.6464352,-79.37484599999998,Buster's Sea Cove,43.6484950904393,-79.37146231793892,Seafood Restaurant
1888,Downtown Toronto,43.6464352,-79.37484599999998,Winners,43.6477479,-79.3745508,Department Store
1889,Downtown Toronto,43.6464352,-79.37484599999998,Seafront Fish Market,43.6484785341064,-79.37148942972523,Fish Market
1890,Downtown Toronto,43.6464352,-79.37484599999998,Starbucks,43.647261,-79.378599,Coffee Shop
1891,Downtown Toronto,43.6464352,-79.37484599999998,Chotto Matte,43.646473,-79.378782,Japanese Restaurant
